rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
511,5200,Telecom,Ananda Krishnan,85,Kuala Lumpur,"Telecoms, media, oil-services",Malaysia,True,No,M,1938-04-01 00:00:00
511,5200,Technology,Barry Lam,73,Taipei,Electronics,Taiwan,True,No,M,1949-04-24 00:00:00
511,5200,Food & Beverage,"Robert Rich, Jr.",82,Islamorada,Frozen foods,United States,False,Yes,M,1941-01-25 00:00:00
511,5200,Gambling & Casinos,Mark Scheinberg,49,Isle of Man,Online gambling,Canada,True,No,M,1973-12-27 00:00:00
511,5200,Technology,Charles Simonyi,74,Medina,Microsoft,United States,True,No,M,1948-09-10 00:00:00
511,5200,Real Estate,Ty Warner,78,Oak Brook,"Plush toys, real estate",United States,True,Yes,M,1944-09-03 00:00:00
511,5200,Real Estate,Sam Zell,81,Chicago,"Real estate, private equity",United States,True,No,M,1941-09-28 00:00:00
523,5100,Manufacturing,Fang Wei,49,Beijing,Steel,China,True,Yes,M,1973-09-04 00:00:00
523,5100,Finance & Investments,Rekha Jhunjhunwala,59,Mumbai,Investments,India,False,Unknown,F,1963-09-12 00:00:00
523,5100,Finance & Investments,Charles B. Johnson,90,Palm Beach,Franklin Templeton,United States,False,Unknown,M,1933-01-06 00:00:00
523,5100,Media & Entertainment,Kwon Hyuk-bin,49,Seoul,Online games,South Korea,True,No,M,1974-01-01 00:00:00
523,5100,Finance & Investments,Sami Mnaymneh,61,Miami Beach,Private equity,United States,True,Yes,M,1961-07-13 00:00:00
523,5100,Logistics,Kjell Inge Rokke,64,Vettre,"Shipping, seafood",Norway,True,No,M,1958-10-25 00:00:00
523,5100,Finance & Investments,Tony Tamer,65,New York,Private equity,United States,True,Yes,M,1957-10-12 00:00:00
523,5100,Healthcare,Tse Ping & family,71,Hong Kong,Pharmaceuticals,China,True,No,M,1952-01-03 00:00:00
523,5100,Technology,Romesh T. Wadhwani,75,Palo Alto,Software,United States,True,Yes,M,1947-08-25 00:00:00
523,5100,Healthcare,Hansjoerg Wyss,88,Wilson,Medical devices,Switzerland,True,Yes,M,1935-01-01 00:00:00
523,5100,Sports,Denise York & family,72,Youngstown,San Francisco 49ers,United States,False,Yes,F,1950-10-21 00:00:00
534,5000,Finance & Investments,Ron Baron,79,New York,Money management,United States,True,Yes,M,1943-05-23 00:00:00
534,5000,Energy,Robert Bass,75,Fort Worth,"Oil, investments",United States,False,No,M,1948-03-19 00:00:00
534,5000,Healthcare,Dona Bertarelli,55,Gstaad,Biotech and investments,Switzerland,False,Yes,F,1968-01-01 00:00:00
534,5000,Finance & Investments,Alexander Gerko,43,London,Trading,United Kingdom,True,Unknown,M,1979-12-03 00:00:00
534,5000,Technology,Martin Haefner,69,Zurich,"Software, investments",Switzerland,False,Yes,M,1954-01-01 00:00:00
534,5000,Telecom,"Robert Hale, Jr.",56,Boston,Telecom,United States,True,Yes,M,1966-07-08 00:00:00
534,5000,Healthcare,Viktor Kharitonin,50,Moscow,Pharmaceuticals,Russia,True,Yes,M,1972-11-20 00:00:00
534,5000,Technology,Kim Beom-su,57,Seoul,Online services,South Korea,True,No,M,1966-03-27 00:00:00
534,5000,Fashion & Retail,Jane Lauder,50,New York,Estée Lauder,United States,False,No,F,1973-01-01 00:00:00
534,5000,Fashion & Retail,Michel Leclercq & family,83,Lille,Sporting goods,France,False,Yes,M,1939-05-27 00:00:00
534,5000,Media & Entertainment,George Lucas,78,San Anselmo,Star Wars,United States,True,No,M,1944-05-14 00:00:00
534,5000,Sports,Janice McNair,86,Houston,"Energy, sports",United States,False,Yes,F,1936-09-30 00:00:00
534,5000,Healthcare,Ugur Sahin,57,Mainz,Biotechnology,Germany,True,No,M,1965-09-19 00:00:00
534,5000,Real Estate,Alexandra Schoerghuber & family,64,Munich,Real estate,Germany,False,Yes,F,1958-07-24 00:00:00
534,5000,Healthcare,Thomas Straumann,59,Basel,Dental implants,Switzerland,False,No,M,1963-07-22 00:00:00
534,5000,Food & Beverage,Murat Ulker,64,Istanbul,Food,Turkey,False,Yes,M,1959-03-23 00:00:00
534,5000,Fashion & Retail,Chip Wilson,66,Vancouver,Lululemon,Canada,True,No,M,1957-01-01 00:00:00
534,5000,Real Estate,Zhu Yan & family,0,Beijing,Real estate,China,False,Yes,F,
552,4900,Manufacturing,Jim Davis & family,79,Newton,New Balance,United States,True,No,M,1943-05-17 00:00:00
552,4900,Healthcare,Murali Divi & family,72,Hyderabad,Pharmaceuticals,India,True,No,M,1951-03-17 00:00:00
552,4900,Technology,Dagmar Dolby & family,81,San Francisco,Dolby Laboratories,United States,False,Yes,F,1941-06-28 00:00:00
552,4900,Technology,Marcos Galperin,0,Buenos Aires,E-commerce,Argentina,True,Yes,M,
552,4900,Service,Tom Golisano,81,Naples,Payroll services,United States,True,No,M,1941-11-14 00:00:00
552,4900,Finance & Investments,Jonathan Gray,53,New York,Investments,United States,True,No,M,1970-02-04 00:00:00
552,4900,Finance & Investments,Bidzina Ivanishvili,67,Tbilisi,Investments,Georgia,True,Yes,M,1956-02-18 00:00:00
552,4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,94,Jakarta,"Palm oil, nickel mining",Indonesia,True,Yes,M,1928-11-01 00:00:00
552,4900,Healthcare,Rudolf Maag,77,Binningen,Medical devices,Switzerland,True,No,M,1946-01-31 00:00:00
552,4900,Food & Beverage,Emanuele (Lino) Saputo & family,86,Montreal,Cheese,Canada,False,Yes,M,1937-01-01 00:00:00
552,4900,Automotive,Mark Shoen,72,Phoenix,U-Haul,United States,False,Yes,M,1950-11-20 00:00:00
552,4900,Sports,Dan Snyder,58,Potomac,Washington Commanders,United States,True,Yes,M,1964-11-23 00:00:00
552,4900,Diversified,Chairul Tanjung,60,Jakarta,Diversified,Indonesia,True,No,M,1962-06-18 00:00:00
552,4900,Energy,Kelcy Warren,67,Dallas,Pipelines,United States,True,Yes,M,1955-11-09 00:00:00
552,4900,Fashion & Retail,Zhang Tao,50,Beijing,E-commerce,China,True,No,M,1972-11-01 00:00:00
567,4800,Fashion & Retail,Michael Ashley,58,Hertfordshire,Sports retailing,United Kingdom,True,Yes,M,1964-09-12 00:00:00
567,4800,Fashion & Retail,Tomasz Biernacki,50,"Krotoszyn,",Supermarkets,Poland,True,Yes,M,1973-01-01 00:00:00
567,4800,Healthcare,Bernard Broermann,79,Koenigstein,Hospitals,Germany,True,Yes,M,1943-11-22 00:00:00
567,4800,Fashion & Retail,Jimmy Haslam,69,Knoxville,"Gas stations, retail",United States,False,Yes,M,1954-03-09 00:00:00
567,4800,Manufacturing,H. Fisk Johnson,64,Racine,Cleaning products,United States,False,Yes,M,1958-05-19 00:00:00
567,4800,Manufacturing,S. Curtis Johnson,67,Racine,Cleaning products,United States,False,Yes,M,1955-05-05 00:00:00
567,4800,Manufacturing,Helen Johnson-Leipold,66,Racine,Cleaning products,United States,False,Yes,F,1956-12-30 00:00:00
567,4800,Technology,Vinod Khosla,68,Portola Valley,Venture capital,United States,True,No,M,1955-01-28 00:00:00
567,4800,Technology,Thai Lee,64,Austin,IT provider,United States,True,Yes,F,1958-11-27 00:00:00
567,4800,Manufacturing,Winifred J. Marquart,63,Virginia Beach,Cleaning products,United States,False,Yes,F,1959-04-06 00:00:00
567,4800,Healthcare,Pankaj Patel,70,Ahmedabad,Pharmaceuticals,India,False,Yes,M,1953-03-19 00:00:00
567,4800,Manufacturing,Horst Julius Pudwill,78,Hong Kong,Manufacturing,Germany,True,No,M,1944-10-23 00:00:00
567,4800,Finance & Investments,Yu Yong,62,Shanghai,Mining,China,True,Yes,M,1961-02-01 00:00:00
580,4700,Diversified,Maria Fernanda Amorim & family,88,Grijo,"Energy, investments",Portugal,False,Unknown,F,1935-01-16 00:00:00
580,4700,Sports,Gayle Benson,76,New Orleans,New Orleans Saints,United States,False,Yes,F,1947-01-26 00:00:00
580,4700,Technology,Jason Chang,78,Taipei,Electronics,Singapore,True,Yes,M,1944-05-01 00:00:00
580,4700,Manufacturing,Ali Erdemoglu,63,Istanbul,Carpet,Turkey,True,Yes,M,1959-11-20 00:00:00
580,4700,Finance & Investments,Andre Esteves,54,Sao paulo,Banking,Brazil,True,No,M,1968-07-12 00:00:00
580,4700,Real Estate,Carlo Fidani,68,Toronto,Real estate,Canada,False,Yes,M,1955-01-01 00:00:00
580,4700,Technology,Hong Ra-hee,77,Seoul,Samsung,South Korea,False,No,F,1945-07-15 00:00:00
580,4700,Manufacturing,Li Gaiteng,50,Shanghai,Hair dryers,China,True,Yes,M,1972-04-08 00:00:00
580,4700,Media & Entertainment,Thomas Secunda,68,Croton-on-Hudson,Bloomberg LP,United States,True,Yes,M,1954-06-23 00:00:00
580,4700,Diversified,Zuowen Song,76,Longkou,"Aluminum, diversified",China,True,Yes,M,1947-03-19 00:00:00
580,4700,Media & Entertainment,Tim Sweeney,52,Cary,Video games,United States,True,No,M,1970-12-13 00:00:00
591,4600,Food & Beverage,Bert Beveridge,61,Austin,Vodka,United States,True,Yes,M,1962-01-01 00:00:00
591,4600,Media & Entertainment,Mark Cuban,64,Dallas,"Online media, Dallas Mavericks",United States,True,No,M,1958-07-31 00:00:00
591,4600,Media & Entertainment,Charles Dolan & family,96,Oyster Bay,Cable television,United States,True,No,M,1926-10-16 00:00:00
591,4600,Technology,Jack Dorsey,46,San Francisco,"Twitter, Square",United States,True,No,M,1976-11-19 00:00:00
591,4600,Energy,Fan Hongwei,56,Wujiang,Petrochemicals,China,True,No,F,1967-01-01 00:00:00
591,4600,Metals & Mining,Vladimir Kim,62,Almaty,Mining,Kazakhstan,True,No,M,1960-10-29 00:00:00
591,4600,Finance & Investments,"Andre Koo, Sr.",55,Taipei,Financial services,Taiwan,False,No,M,1967-05-25 00:00:00
591,4600,Fashion & Retail,Ronald Lauder,79,New York,Estee Lauder,United States,False,No,M,1944-02-26 00:00:00
591,4600,Manufacturing,Li Chunan,54,Fushun,Renewable energy,China,True,No,M,1968-10-10 00:00:00
591,4600,Media & Entertainment,Forrest Li,45,Singapore,Gaming,Singapore,True,No,M,1978-01-01 00:00:00
591,4600,Telecom,Richard Li,56,Hong Kong,Telecom,Hong Kong,False,No,M,1966-11-08 00:00:00
591,4600,Fashion & Retail,Doug Meijer & family,69,Grand Rapids,Supermarkets,United States,False,Yes,M,1954-01-22 00:00:00
591,4600,Fashion & Retail,Hank Meijer & family,71,Grand Rapids,Supermarkets,United States,False,Yes,M,1952-02-15 00:00:00
591,4600,Fashion & Retail,Mark Meijer & family,65,Grand Rapids,Supermarkets,United States,False,Yes,M,1957-10-21 00:00:00
591,4600,Food & Beverage,Issad Rebrab & family,79,Algiers,Food,Algeria,True,No,M,1944-01-01 00:00:00
591,4600,Logistics,Fred Smith,78,Memphis,FedEx,United States,True,No,M,1944-08-11 00:00:00
591,4600,Finance & Investments,Barry Sternlicht,62,Miami,Private equity,United States,True,Yes,M,1960-11-27 00:00:00
591,4600,Manufacturing,Maximilian Viessmann,34,Battenberg,"Heating, cooling equipment",Germany,False,No,M,1989-02-11 00:00:00
591,4600,Food & Beverage,Russ Weiner,52,Delray Beach,Energy drinks,United States,True,Yes,M,1970-05-05 00:00:00
591,4600,Healthcare,Xue Min,66,Wuhan,Healthcare,China,True,Unknown,M,1957-01-01 00:00:00
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55,,Tequila,Mexico,False,Yes,M,1967-07-01 00:00:00
611,4500,Technology,Dietmar Hopp & family,82,Walldorf,Software,Germany,True,No,M,1940-04-26 00:00:00
611,4500,Technology,Jiang Bin,56,Weifang,Acoustic components,China,True,No,M,1966-09-16 00:00:00
611,4500,Technology,Joseph Liemandt,54,Austin,Software,United States,True,Yes,M,1968-08-05 00:00:00
611,4500,Food & Beverage,Theo Mueller,83,Zurich,Dairy,Germany,False,No,M,1940-01-30 00:00:00
611,4500,Technology,N.R. Narayana Murthy,76,Bangalore,Software services,India,True,Yes,M,1946-08-20 00:00:00
611,4500,Fashion & Retail,Odd Reitan & family,71,Trondheim,"Retail, real estate",Norway,False,No,M,1951-09-11 00:00:00
611,4500,Finance & Investments,Marc Rowan,60,New York,Private equity,United States,True,No,M,1962-08-19 00:00:00
611,4500,Real Estate,Hussain Sajwani,70,Dubai,Real estate,United Arab Emirates,True,Yes,M,1953-03-01 00:00:00
611,4500,Finance & Investments,David Velez & family,41,Sao Paulo,Fintech,Colombia,True,No,M,1981-10-02 00:00:00
611,4500,Manufacturing,Xu Jinfu,59,Guangzhou,Chemicals,China,True,No,M,1964-01-01 00:00:00
611,4500,Diversified,Samuel Yin,72,Taipei,Retail,Taiwan,False,No,M,1950-08-16 00:00:00
611,4500,Manufacturing,You Xiaoping & family,65,Wenzhou,"Chemicals, spandex",China,True,No,M,1958-01-21 00:00:00
624,4400,Healthcare,Stéphane Bancel,50,Boston,"Biotech, vaccines",France,True,No,M,1972-07-20 00:00:00
624,4400,Technology,Margot Birmingham Perot,89,Dallas,"Computer services, real estate",United States,False,Yes,F,1933-11-15 00:00:00
624,4400,Manufacturing,Neal Blue & family,88,San Diego,Defense,United States,True,Yes,M,1935-04-04 00:00:00
624,4400,Service,Jim Davis,63,Cockeysville,Staffing & recruiting,United States,True,Yes,M,1960-03-13 00:00:00
624,4400,Construction & Engineering,Rafael Del Pino,64,Madrid,Construction,Spain,False,Yes,M,1958-07-18 00:00:00
624,4400,Healthcare,Peter Grogg,81,Liestal,Biochemicals,Switzerland,True,No,M,1942-01-10 00:00:00
624,4400,Fashion & Retail,Christian Haub,58,Munich,Retail,Germany,False,Unknown,M,1964-07-22 00:00:00
624,4400,Real Estate,Mangal Prabhat Lodha,67,Mumbai,Real estate,India,True,No,M,1955-12-01 00:00:00
624,4400,Sports,Jeffrey Lurie & family,71,Wynnewood,Philadelphia Eagles,United States,False,Yes,M,1951-09-08 00:00:00
624,4400,Finance & Investments,Joe Mansueto,66,Chicago,Investment research,United States,True,No,M,1956-09-03 00:00:00
624,4400,Manufacturing,Qian Dongqi & family,65,Suzhou,Home-cleaning robots,China,True,No,M,1958-01-01 00:00:00
624,4400,Metals & Mining,Mikhail Shelkov,54,Moscow,Titanium,Russia,True,Yes,M,1968-05-30 00:00:00
636,4300,Telecom,Patrick Drahi,59,Zermatt,Telecom,France,True,No,M,1963-08-20 00:00:00
636,4300,Finance & Investments,Behdad Eghbali,46,Los Angeles,Private equity,United States,True,Yes,M,1976-05-06 00:00:00
636,4300,Finance & Investments,Juan Carlos Escotet,63,A Coruña,Banking,Venezuela,True,Yes,M,1959-07-23 00:00:00
636,4300,Finance & Investments,Jose E. Feliciano,49,Los Angeles,Private equity,United States,True,Yes,M,1973-05-29 00:00:00
636,4300,Healthcare,Hu Kaijun,61,Beijing,Pharmaceuticals,China,True,Yes,M,1962-01-01 00:00:00
636,4300,Logistics,Johnelle Hunt,91,Fayetteville,Trucking,United States,True,No,F,1932-01-04 00:00:00
636,4300,Food & Beverage,Marian Ilitch,90,Bingham Farms,Little Caesars Pizza,United States,True,No,F,1933-01-07 00:00:00
636,4300,Diversified,Daryl Katz,61,Edmonton,Pharmacies,Canada,True,No,M,1961-09-01 00:00:00
636,4300,Metals & Mining,Andrei Kozitsyn,62,Verkhniaya Pyshma,Metals,Russia,True,Yes,M,1960-06-09 00:00:00
636,4300,Finance & Investments,Timur Kulibaev,56,Almaty,Banking,Kazakhstan,True,Yes,M,1966-09-10 00:00:00
636,4300,Finance & Investments,Dinara Kulibaeva,55,Almaty,Banking,Kazakhstan,False,Yes,F,1967-08-19 00:00:00
636,4300,Real Estate,Ian Livingstone,60,,Real estate,United Kingdom,True,Yes,M,1962-05-22 00:00:00
636,4300,Real Estate,Richard Livingstone,58,,Real estate,United Kingdom,True,Yes,M,1964-11-29 00:00:00
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61,Rancho Santa Fe,Cargill,United States,False,No,F,1961-10-27 00:00:00
636,4300,Real Estate,Jay Paul,75,San Francisco,Real estate,United States,True,Yes,M,1947-07-08 00:00:00
636,4300,Diversified,Pham Nhat Vuong,54,Hanoi,Diversified,Vietnam,True,No,M,1968-08-05 00:00:00
636,4300,Healthcare,Jon Stryker,64,New York,Medical equipment,United States,False,Yes,M,1958-05-03 00:00:00
636,4300,Finance & Investments,Daniel Tsai,66,Taipei,Finance,Taiwan,False,No,M,1956-04-25 00:00:00
636,4300,Finance & Investments,Richard Tsai,65,Taipei,Finance,Taiwan,False,No,M,1957-06-02 00:00:00
636,4300,Technology,Frank Wang,42,Shenzhen,Drones,China,True,No,M,1980-10-30 00:00:00
636,4300,Manufacturing,Wang Junshi & family,74,Ningbo,Solar inverters,China,True,No,M,1949-01-01 00:00:00
636,4300,Technology,Wang Wenjing,58,Beijing,Business software,China,True,No,M,1964-12-05 00:00:00
636,4300,Finance & Investments,Herbert Wertheim,83,Coral Gables,Investments,United States,True,Yes,M,1939-05-23 00:00:00
659,4200,Service,Shari Arison,65,Tel Aviv,Carnival Cruises,Israel,False,No,F,1957-09-09 00:00:00
659,4200,Finance & Investments,Pyotr Aven,68,,"Oil, banking, telecom",Russia,True,No,M,1955-03-16 00:00:00
659,4200,Real Estate,Chan Laiwa & family,82,Beijing,Real estate,China,True,No,F,1941-01-01 00:00:00
659,4200,Real Estate,Chen Hua,57,Shenzhen,Real estate,China,True,Yes,M,1966-01-01 00:00:00
659,4200,Finance & Investments,Thomas Hagen,87,Erie,Insurance,United States,False,Yes,M,1936-01-01 00:00:00
659,4200,Finance & Investments,"Rupert Johnson, Jr.",82,Burlingame,Franklin Templeton,United States,False,No,M,1940-08-10 00:00:00
659,4200,Energy,Dewi Kam,72,Jakarta,Coal,Indonesia,True,Unknown,F,1950-07-23 00:00:00
659,4200,Technology,Min Kao & family,74,Leawood,Navigation equipment,United States,True,No,M,1949-01-10 00:00:00
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,82,Paris,Finance,France,True,Yes,M,1940-11-06 00:00:00
659,4200,Technology,Eric Lefkofsky,53,Glencoe,"Groupon, investments",United States,True,Yes,M,1969-09-02 00:00:00
659,4200,Technology,Lin Bin,55,Shenzhen,Smartphones,United States,True,No,M,1968-02-01 00:00:00
659,4200,Finance & Investments,Lin Li,59,Shenzhen,Investments,China,True,No,M,1963-05-01 00:00:00
659,4200,Technology,Michael Moritz,68,San Francisco,Venture capital,United States,True,No,M,1954-09-12 00:00:00
659,4200,Service,Jean (Gigi) Pritzker,60,Los Angeles,"Hotels, investments",United States,False,Yes,F,1962-07-01 00:00:00
659,4200,Automotive,E. Joe Shoen,73,Phoenix,U-Haul,United States,False,Yes,M,1949-10-28 00:00:00
659,4200,Technology,Jeff Skoll,58,Los Angeles,EBay,United States,True,No,M,1965-01-16 00:00:00
659,4200,Food & Beverage,Lynsi Snyder,40,Glendora,In-N-Out Burger,United States,False,Unknown,F,1982-05-05 00:00:00
659,4200,Fashion & Retail,Djoko Susanto,73,Jakarta,Supermarkets,Indonesia,True,Yes,M,1950-02-09 00:00:00
659,4200,Diversified,Tahir & family,71,Jakarta,Diversified,Indonesia,True,Yes,M,1952-03-26 00:00:00
659,4200,Finance & Investments,Peter Thiel,55,Los Angeles,"Facebook, investments",United States,True,No,M,1967-10-11 00:00:00
679,4100,Food & Beverage,Andrej Babis,68,Prague,Agriculture,Czech Republic,True,No,M,1954-09-02 00:00:00
679,4100,Service,Danielle Bellon & family,83,Paris,Food services,France,False,Yes,F,1940-02-08 00:00:00
679,4100,Media & Entertainment,Hubert Burda,83,Munich,Publishing,Germany,False,Yes,M,1940-02-09 00:00:00
679,4100,Food & Beverage,Nick Caporella,87,Plantation,Beverages,United States,True,Yes,M,1936-01-15 00:00:00
679,4100,Energy,John Catsimatidis,74,New York,"Oil, real estate",United States,True,Yes,M,1948-09-07 00:00:00
679,4100,Technology,Scott Cook,70,Woodside,Software,United States,True,No,M,1952-07-26 00:00:00
679,4100,Food & Beverage,Luca Garavoglia,54,Milan,Spirits,Italy,False,Yes,M,1969-02-27 00:00:00
679,4100,Manufacturing,Antti Herlin,66,Kirkkonummi,"Elevators, escalators",Finland,False,No,M,1956-11-14 00:00:00
679,4100,Manufacturing,Hong Jie,55,Putian,Paint,China,True,Yes,M,1967-10-01 00:00:00
679,4100,Service,"Jeremy Jacobs, Sr. & family",83,East Aurora,Food service,United States,False,Yes,M,1940-01-21 00:00:00
679,4100,Fashion & Retail,Igor Kesaev,56,Moscow,"Tobacco distribution, retail",Russia,True,Yes,M,1966-10-30 00:00:00
679,4100,Food & Beverage,Mary Alice Dorrance Malone,73,Coatesville,Campbell Soup,United States,False,Yes,F,1950-02-03 00:00:00
679,4100,Diversified,Joao Moreira Salles,61,Rio de Janeiro,"Banking, minerals",Brazil,False,Yes,M,1962-01-01 00:00:00
679,4100,Finance & Investments,Walther Moreira Salles Junior,66,Rio de Janeiro,"Banking, minerals",Brazil,False,Yes,M,1956-04-12 00:00:00
679,4100,Sports,Arturo Moreno,76,Phoenix,"Billboards, Los Angeles Angels",United States,True,Yes,M,1946-08-14 00:00:00
679,4100,Manufacturing,Peter Spuhler,63,Weiningen,Train cars,Switzerland,True,No,M,1959-09-01 00:00:00
679,4100,Real Estate,Donald Sterling,88,Beverly Hills,Real estate,United States,True,Yes,M,1934-04-26 00:00:00
679,4100,Diversified,Kerry Stokes,82,Perth,"Construction equipment, media",Australia,True,No,M,1940-09-13 00:00:00
679,4100,Technology,Ken Xie,60,Los Altos Hills,Cybersecurity,United States,True,No,M,1963-01-26 00:00:00
679,4100,Healthcare,Liangzhi Xie & family,57,Beijing,Biotech,China,True,No,M,1966-01-01 00:00:00
699,4000,Energy,Sid Bass,80,Fort Worth,"Oil, investments",United States,False,Yes,M,1942-04-09 00:00:00
699,4000,Technology,Ben Chestnut,48,Atlanta,Email marketing,United States,True,No,M,1974-06-15 00:00:00
699,4000,Food & Beverage,Elisabeth DeLuca & family,75,,Subway,United States,False,Unknown,F,1947-07-25 00:00:00
699,4000,Diversified,Guangchang Guo,56,Shanghai,Conglomerate,China,True,No,M,1967-02-16 00:00:00
699,4000,Manufacturing,Vinod Rai Gupta,77,Delhi,Electrical equipment,India,False,Yes,F,1945-09-15 00:00:00
699,4000,Sports,John Henry,73,Boca Raton,Sports,United States,True,Yes,M,1949-09-13 00:00:00
699,4000,Technology,Travis Kalanick,46,Los Angeles,Uber,United States,True,Yes,M,1976-08-06 00:00:00
699,4000,Manufacturing,Koon Poh Keong,61,Petaling Jaya,Aluminum,Malaysia,True,No,M,1961-04-25 00:00:00
699,4000,Technology,Dan Kurzius,51,Atlanta,Email marketing,United States,True,No,M,1971-12-01 00:00:00
699,4000,Manufacturing,Paul Lee,65,Yuxi,Battery separators,United States,True,No,M,1958-01-01 00:00:00
699,4000,Technology,Tobi Lutke,42,Ottawa,E-commerce,Canada,True,No,M,1980-07-16 00:00:00
699,4000,Automotive,Gail Miller,79,Salt Lake City,Car dealerships,United States,True,Yes,F,1943-10-14 00:00:00
699,4000,Telecom,Rajan Mittal,63,Delhi,Telecom,India,False,Yes,M,1960-01-05 00:00:00
699,4000,Telecom,Rakesh Mittal,67,Delhi,Telecom,India,False,Yes,M,1955-09-18 00:00:00
699,4000,Media & Entertainment,Isaac Perlmutter,80,Palm Beach,Marvel comics,United States,True,No,M,1942-12-01 00:00:00
699,4000,Finance & Investments,"Bernard Saul, II.",90,Chevy Chase,"Banking, real estate",United States,False,Yes,M,1932-04-15 00:00:00
699,4000,Telecom,Shaul Shani,68,Milan,Telecom,Israel,True,No,M,1955-01-01 00:00:00
699,4000,Media & Entertainment,Steven Spielberg,76,Pacific Palisades,Movies,United States,True,Yes,M,1946-12-18 00:00:00
699,4000,Healthcare,Jerzy Starak,75,Konstancin,Pharmaceuticals,Poland,True,Unknown,M,1947-12-12 00:00:00
699,4000,Energy,Torbjorn Tornqvist,69,Geneva,Oil trading,Sweden,True,Yes,M,1953-11-08 00:00:00
699,4000,Metals & Mining,Rufino Vigil Gonzalez,74,Mexico City,Steel,Mexico,True,Yes,M,1948-06-01 00:00:00
699,4000,Diversified,Zhang Daocai,73,Shaoxing,Valves,China,True,Yes,M,1950-01-01 00:00:00
721,3900,Manufacturing,Juergen Blickle,76,Bruchsal,Auto parts,Germany,False,No,M,1947-01-01 00:00:00
721,3900,Food & Beverage,"Austen Cargill, II.",72,Livingston,Cargill,United States,False,No,M,1951-03-09 00:00:00
721,3900,Food & Beverage,"James Cargill, II.",73,Birchwood,Cargill,United States,False,No,M,1949-04-07 00:00:00
721,3900,Finance & Investments,Vanich Chaiyawan,91,Bangkok,"Insurance, beverages",Thailand,True,Yes,M,1932-01-01 00:00:00
721,3900,Finance & Investments,Chen Dongsheng,65,Beijing,Insurance,China,True,Yes,M,1957-12-01 00:00:00
721,3900,Automotive,Mong-Koo Chung,85,Seoul,Hyundai,South Korea,False,No,M,1938-03-19 00:00:00
721,3900,Finance & Investments,Kenneth Dart,67,George Town,Investments,Belize,False,Yes,M,1955-04-21 00:00:00
721,3900,Fashion & Retail,Giuseppe De'Longhi & family,83,Treviso,Coffee makers,Italy,False,No,M,1939-04-24 00:00:00
721,3900,Healthcare,Guenther Fielmann & family,83,Hamburg,Optometry,Germany,True,No,M,1939-09-17 00:00:00
721,3900,Energy,W. Herbert Hunt,94,Dallas,Oil,United States,False,No,M,1929-03-06 00:00:00
721,3900,Sports,James Irsay,63,Carmel,Indianapolis Colts,United States,False,Yes,M,1959-06-13 00:00:00
721,3900,Diversified,Somurai Jaruphnit,0,Bangkok,Diversified,Thailand,False,Unknown,F,
721,3900,Food & Beverage,Marianne Liebmann,69,Bozeman,Cargill,United States,False,No,F,1953-07-11 00:00:00
721,3900,Healthcare,Jorge Moll Filho & family,78,Rio de Janeiro,Hospitals,Brazil,True,No,M,1945-01-01 00:00:00
721,3900,Diversified,Fernando Roberto Moreira Salles,76,Sao Paulo,"Banking, minerals",Brazil,False,Yes,M,1946-05-29 00:00:00
721,3900,Diversified,Pedro Moreira Salles,63,Sao Paulo,"Banking, minerals",Brazil,False,Yes,M,1959-10-20 00:00:00
721,3900,Gambling & Casinos,Gabe Newell,60,Seattle,Videogames,United States,True,Unknown,M,1962-11-03 00:00:00
721,3900,Fashion & Retail,Alfred Oetker,56,Bielefeld,Consumer goods,Germany,False,Yes,M,1967-01-01 00:00:00
721,3900,Fashion & Retail,Carl Ferdinand Oetker,50,Bielefeld,Consumer goods,Germany,False,Yes,M,1972-10-03 00:00:00
721,3900,Fashion & Retail,Julia Oetker,44,Bielefeld,Consumer goods,Germany,False,Yes,F,1979-01-26 00:00:00
721,3900,Manufacturing,Ruan Hongliang & family,62,Jiaxing,Glass,China,True,No,M,1961-01-01 00:00:00
721,3900,Finance & Investments,Mark Stevens,63,Steamboat Springs,Venture capital,United States,True,No,M,1960-02-17 00:00:00
721,3900,Finance & Investments,Tsai Hong-tu,70,Taipei,Finance,Taiwan,False,No,M,1952-08-01 00:00:00
721,3900,Food & Beverage,Nusli Wadia,79,Mumbai,Consumer goods,India,False,Yes,M,1944-02-15 00:00:00
721,3900,Healthcare,Wu Yiling,73,Shijiazhuang,Pharmaceuticals,China,True,Unknown,M,1949-10-24 00:00:00
721,3900,Manufacturing,Yu Renrong,57,Ningbo,Semiconductors,China,True,No,M,1966-04-01 00:00:00
721,3900,Healthcare,Zhu Baoguo & family,60,Shenzhen,Pharmaceuticals,China,True,No,M,1962-04-25 00:00:00
748,3800,Service,Rahul Bhatia,63,Delhi,Aviation,India,False,Yes,M,1959-06-10 00:00:00
748,3800,Construction & Engineering,Francesco Gaetano Caltagirone,80,Rome,"Cement, diversified",Italy,True,No,M,1943-03-21 00:00:00
748,3800,Media & Entertainment,Barry Diller,81,New York,Online media,United States,True,No,M,1942-02-02 00:00:00
