rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
466,5500,Diversified,James Irving,95.0,Saint John,Diversified,Canada,False,Yes,M,1928-03-20 00:00:00
466,5500,Manufacturing,Jiang Weiping & family,68.0,Chengdu,Chemicals,China,True,No,M,1955-03-01 00:00:00
466,5500,Healthcare,Wolfgang Marguerre & family,81.0,Heidelberg,Pharmaceuticals,Germany,True,Yes,M,1941-06-04 00:00:00
466,5500,Finance & Investments,Ludwig Merckle,58.0,Ulm,Pharmaceuticals,Germany,False,No,M,1965-01-01 00:00:00
466,5500,Manufacturing,Mitchell Rales,66.0,Potomac,"Manufacturing, investments",United States,True,No,M,1956-08-21 00:00:00
466,5500,Media & Entertainment,Katharine Rayner,78.0,East Hampton,"Media, automotive",United States,False,Yes,F,1945-01-12 00:00:00
466,5500,Finance & Investments,Jean Salata,57.0,Hong Kong,Finance,Chile,True,Yes,M,1965-12-01 00:00:00
466,5500,Finance & Investments,Paul Singer,78.0,New York,Hedge funds,United States,True,Yes,M,1944-08-22 00:00:00
466,5500,Healthcare,Sergio Stevanato & family,80.0,Venice,Medical packaging,Italy,True,Yes,M,1943-03-20 00:00:00
466,5500,Media & Entertainment,Margaretta Taylor,80.0,Southampton,"Media, automotive",United States,False,Yes,F,1942-04-15 00:00:00
466,5500,Technology,Richard White,68.0,Sydney,Software,Australia,True,Yes,M,1955-04-01 00:00:00
466,5500,Diversified,Zhao Yan,56.0,Beijing,Biotech,China,True,No,F,1967-01-01 00:00:00
486,5400,Fashion & Retail,Patrizio Bertelli,77.0,Milan,Luxury goods,Italy,True,Yes,M,1946-01-01 00:00:00
486,5400,Manufacturing,Mahendra Choksi & family,81.0,Mumbai,Paints,India,False,No,M,1941-04-19 00:00:00
486,5400,Finance & Investments,Mat Ishbia,43.0,Bloomfield Hills,Mortgage lender,United States,False,Yes,M,1980-01-06 00:00:00
486,5400,Technology,Leo Koguan,68.0,Singapore,IT provider,United States,True,No,M,1955-02-15 00:00:00
486,5400,Diversified,Miao Hangen,58.0,Suzhou,"Textiles, petrochemicals",China,True,No,M,1965-01-01 00:00:00
486,5400,Manufacturing,Michael Pieper,77.0,Lucerne,Kitchen appliances,Switzerland,True,Yes,M,1946-02-05 00:00:00
486,5400,Fashion & Retail,Miuccia Prada,73.0,Milan,Luxury goods,Italy,False,Yes,F,1949-05-10 00:00:00
486,5400,Fashion & Retail,Wolfgang Reimann,70.0,Passau,Consumer goods,Germany,False,No,M,1952-10-04 00:00:00
486,5400,Fashion & Retail,Matthias Reimann-Andersen,58.0,Munich,Consumer goods,Germany,False,No,M,1965-03-30 00:00:00
486,5400,Fashion & Retail,Stefan Reimann-Andersen,59.0,Vienna,Consumer goods,Germany,False,No,M,1963-07-13 00:00:00
486,5400,Fashion & Retail,Renate Reimann-Haas,71.0,Vienna,Consumer goods,Germany,False,No,F,1951-10-08 00:00:00
497,5300,Finance & Investments,Todd Boehly,49.0,Darien,Finance,United States,True,Yes,M,1973-09-20 00:00:00
497,5300,Real Estate,Rick Caruso,64.0,Los Angeles,Real estate,United States,True,Yes,M,1959-01-07 00:00:00
497,5300,Manufacturing,Ibrahim Erdemoglu,60.0,Istanbul,Carpet,Turkey,True,Yes,M,1962-09-26 00:00:00
497,5300,Finance & Investments,Elizabeth Johnson,59.0,Boston,Fidelity,United States,False,Yes,F,1963-05-07 00:00:00
497,5300,Finance & Investments,Douglas Leone,65.0,Atherton,Venture capital,United States,True,No,M,1957-07-04 00:00:00
497,5300,Diversified,Prajogo Pangestu,78.0,Jakarta,Petrochemicals,Indonesia,False,No,M,1944-05-13 00:00:00
497,5300,Finance & Investments,Thomas Pritzker,72.0,Chicago,"Hotels, investments",United States,False,Yes,M,1950-06-06 00:00:00
497,5300,Food & Beverage,Lynda Resnick,80.0,Beverly Hills,Agriculture,United States,True,Yes,F,1943-01-02 00:00:00
497,5300,Food & Beverage,Stewart Resnick,86.0,Beverly Hills,Agriculture,United States,True,Yes,M,1936-12-24 00:00:00
497,5300,Service,Gary Rollins,78.0,Atlanta,Pest control,United States,False,Unknown,M,1944-08-30 00:00:00
497,5300,Finance & Investments,Mark Walter,62.0,Chicago,"Finance, asset management",United States,True,Yes,M,1960-05-22 00:00:00
497,5300,Manufacturing,Ronald Wanek,81.0,Saint Petersburg,Furniture,United States,True,No,M,1941-05-19 00:00:00
497,5300,Food & Beverage,Erich Wesjohann & family,77.0,Visbek,Poultry genetics,Germany,True,No,M,1945-06-02 00:00:00
497,5300,Fashion & Retail,M.A. Yusuff Ali,67.0,Abu Dhabi,Retail,India,True,No,M,1955-11-15 00:00:00
511,5200,Finance & Investments,Alexandre Behring,56.0,Greenwich,Investments,Brazil,True,Yes,M,1967-02-20 00:00:00
511,5200,Food & Beverage,Cheng Xue,53.0,Foshan,Soy sauce,China,True,No,F,1970-02-26 00:00:00
511,5200,Real Estate,Robert Faith,59.0,Charleston,Real estate management,United States,True,Unknown,M,1963-10-03 00:00:00
511,5200,Fashion & Retail,Gao Dekang & family,71.0,Changshu,Apparel,China,True,Yes,M,1952-02-01 00:00:00
511,5200,Fashion & Retail,Micky Jagtiani,71.0,Dubai,Retail,India,False,Yes,M,1951-09-28 00:00:00
511,5200,Telecom,Ananda Krishnan,85.0,Kuala Lumpur,"Telecoms, media, oil-services",Malaysia,True,No,M,1938-04-01 00:00:00
511,5200,Technology,Barry Lam,73.0,Taipei,Electronics,Taiwan,True,No,M,1949-04-24 00:00:00
511,5200,Food & Beverage,"Robert Rich, Jr.",82.0,Islamorada,Frozen foods,United States,False,Yes,M,1941-01-25 00:00:00
511,5200,Gambling & Casinos,Mark Scheinberg,49.0,Isle of Man,Online gambling,Canada,True,No,M,1973-12-27 00:00:00
511,5200,Technology,Charles Simonyi,74.0,Medina,Microsoft,United States,True,No,M,1948-09-10 00:00:00
511,5200,Real Estate,Ty Warner,78.0,Oak Brook,"Plush toys, real estate",United States,True,Yes,M,1944-09-03 00:00:00
511,5200,Real Estate,Sam Zell,81.0,Chicago,"Real estate, private equity",United States,True,No,M,1941-09-28 00:00:00
523,5100,Manufacturing,Fang Wei,49.0,Beijing,Steel,China,True,Yes,M,1973-09-04 00:00:00
523,5100,Finance & Investments,Rekha Jhunjhunwala,59.0,Mumbai,Investments,India,False,Unknown,F,1963-09-12 00:00:00
523,5100,Finance & Investments,Charles B. Johnson,90.0,Palm Beach,Franklin Templeton,United States,False,Unknown,M,1933-01-06 00:00:00
523,5100,Media & Entertainment,Kwon Hyuk-bin,49.0,Seoul,Online games,South Korea,True,No,M,1974-01-01 00:00:00
523,5100,Finance & Investments,Sami Mnaymneh,61.0,Miami Beach,Private equity,United States,True,Yes,M,1961-07-13 00:00:00
523,5100,Logistics,Kjell Inge Rokke,64.0,Vettre,"Shipping, seafood",Norway,True,No,M,1958-10-25 00:00:00
523,5100,Finance & Investments,Tony Tamer,65.0,New York,Private equity,United States,True,Yes,M,1957-10-12 00:00:00
523,5100,Healthcare,Tse Ping & family,71.0,Hong Kong,Pharmaceuticals,China,True,No,M,1952-01-03 00:00:00
523,5100,Technology,Romesh T. Wadhwani,75.0,Palo Alto,Software,United States,True,Yes,M,1947-08-25 00:00:00
523,5100,Healthcare,Hansjoerg Wyss,88.0,Wilson,Medical devices,Switzerland,True,Yes,M,1935-01-01 00:00:00
523,5100,Sports,Denise York & family,72.0,Youngstown,San Francisco 49ers,United States,False,Yes,F,1950-10-21 00:00:00
534,5000,Finance & Investments,Ron Baron,79.0,New York,Money management,United States,True,Yes,M,1943-05-23 00:00:00
534,5000,Energy,Robert Bass,75.0,Fort Worth,"Oil, investments",United States,False,No,M,1948-03-19 00:00:00
534,5000,Healthcare,Dona Bertarelli,55.0,Gstaad,Biotech and investments,Switzerland,False,Yes,F,1968-01-01 00:00:00
534,5000,Finance & Investments,Alexander Gerko,43.0,London,Trading,United Kingdom,True,Unknown,M,1979-12-03 00:00:00
534,5000,Technology,Martin Haefner,69.0,Zurich,"Software, investments",Switzerland,False,Yes,M,1954-01-01 00:00:00
534,5000,Telecom,"Robert Hale, Jr.",56.0,Boston,Telecom,United States,True,Yes,M,1966-07-08 00:00:00
534,5000,Healthcare,Viktor Kharitonin,50.0,Moscow,Pharmaceuticals,Russia,True,Yes,M,1972-11-20 00:00:00
534,5000,Technology,Kim Beom-su,57.0,Seoul,Online services,South Korea,True,No,M,1966-03-27 00:00:00
534,5000,Fashion & Retail,Jane Lauder,50.0,New York,Estée Lauder,United States,False,No,F,1973-01-01 00:00:00
534,5000,Fashion & Retail,Michel Leclercq & family,83.0,Lille,Sporting goods,France,False,Yes,M,1939-05-27 00:00:00
534,5000,Media & Entertainment,George Lucas,78.0,San Anselmo,Star Wars,United States,True,No,M,1944-05-14 00:00:00
534,5000,Sports,Janice McNair,86.0,Houston,"Energy, sports",United States,False,Yes,F,1936-09-30 00:00:00
534,5000,Healthcare,Ugur Sahin,57.0,Mainz,Biotechnology,Germany,True,No,M,1965-09-19 00:00:00
534,5000,Real Estate,Alexandra Schoerghuber & family,64.0,Munich,Real estate,Germany,False,Yes,F,1958-07-24 00:00:00
534,5000,Healthcare,Thomas Straumann,59.0,Basel,Dental implants,Switzerland,False,No,M,1963-07-22 00:00:00
534,5000,Food & Beverage,Murat Ulker,64.0,Istanbul,Food,Turkey,False,Yes,M,1959-03-23 00:00:00
534,5000,Fashion & Retail,Chip Wilson,66.0,Vancouver,Lululemon,Canada,True,No,M,1957-01-01 00:00:00
534,5000,Real Estate,Zhu Yan & family,,Beijing,Real estate,China,False,Yes,F,
552,4900,Manufacturing,Jim Davis & family,79.0,Newton,New Balance,United States,True,No,M,1943-05-17 00:00:00
552,4900,Healthcare,Murali Divi & family,72.0,Hyderabad,Pharmaceuticals,India,True,No,M,1951-03-17 00:00:00
552,4900,Technology,Dagmar Dolby & family,81.0,San Francisco,Dolby Laboratories,United States,False,Yes,F,1941-06-28 00:00:00
552,4900,Technology,Marcos Galperin,,Buenos Aires,E-commerce,Argentina,True,Yes,M,
552,4900,Service,Tom Golisano,81.0,Naples,Payroll services,United States,True,No,M,1941-11-14 00:00:00
552,4900,Finance & Investments,Jonathan Gray,53.0,New York,Investments,United States,True,No,M,1970-02-04 00:00:00
552,4900,Finance & Investments,Bidzina Ivanishvili,67.0,Tbilisi,Investments,Georgia,True,Yes,M,1956-02-18 00:00:00
552,4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,94.0,Jakarta,"Palm oil, nickel mining",Indonesia,True,Yes,M,1928-11-01 00:00:00
552,4900,Healthcare,Rudolf Maag,77.0,Binningen,Medical devices,Switzerland,True,No,M,1946-01-31 00:00:00
552,4900,Food & Beverage,Emanuele (Lino) Saputo & family,86.0,Montreal,Cheese,Canada,False,Yes,M,1937-01-01 00:00:00
552,4900,Automotive,Mark Shoen,72.0,Phoenix,U-Haul,United States,False,Yes,M,1950-11-20 00:00:00
552,4900,Sports,Dan Snyder,58.0,Potomac,Washington Commanders,United States,True,Yes,M,1964-11-23 00:00:00
552,4900,Diversified,Chairul Tanjung,60.0,Jakarta,Diversified,Indonesia,True,No,M,1962-06-18 00:00:00
552,4900,Energy,Kelcy Warren,67.0,Dallas,Pipelines,United States,True,Yes,M,1955-11-09 00:00:00
552,4900,Fashion & Retail,Zhang Tao,50.0,Beijing,E-commerce,China,True,No,M,1972-11-01 00:00:00
567,4800,Fashion & Retail,Michael Ashley,58.0,Hertfordshire,Sports retailing,United Kingdom,True,Yes,M,1964-09-12 00:00:00
567,4800,Fashion & Retail,Tomasz Biernacki,50.0,"Krotoszyn,",Supermarkets,Poland,True,Yes,M,1973-01-01 00:00:00
567,4800,Healthcare,Bernard Broermann,79.0,Koenigstein,Hospitals,Germany,True,Yes,M,1943-11-22 00:00:00
567,4800,Fashion & Retail,Jimmy Haslam,69.0,Knoxville,"Gas stations, retail",United States,False,Yes,M,1954-03-09 00:00:00
567,4800,Manufacturing,H. Fisk Johnson,64.0,Racine,Cleaning products,United States,False,Yes,M,1958-05-19 00:00:00
567,4800,Manufacturing,S. Curtis Johnson,67.0,Racine,Cleaning products,United States,False,Yes,M,1955-05-05 00:00:00
567,4800,Manufacturing,Helen Johnson-Leipold,66.0,Racine,Cleaning products,United States,False,Yes,F,1956-12-30 00:00:00
567,4800,Technology,Vinod Khosla,68.0,Portola Valley,Venture capital,United States,True,No,M,1955-01-28 00:00:00
567,4800,Technology,Thai Lee,64.0,Austin,IT provider,United States,True,Yes,F,1958-11-27 00:00:00
567,4800,Manufacturing,Winifred J. Marquart,63.0,Virginia Beach,Cleaning products,United States,False,Yes,F,1959-04-06 00:00:00
567,4800,Healthcare,Pankaj Patel,70.0,Ahmedabad,Pharmaceuticals,India,False,Yes,M,1953-03-19 00:00:00
567,4800,Manufacturing,Horst Julius Pudwill,78.0,Hong Kong,Manufacturing,Germany,True,No,M,1944-10-23 00:00:00
567,4800,Finance & Investments,Yu Yong,62.0,Shanghai,Mining,China,True,Yes,M,1961-02-01 00:00:00
580,4700,Diversified,Maria Fernanda Amorim & family,88.0,Grijo,"Energy, investments",Portugal,False,Unknown,F,1935-01-16 00:00:00
580,4700,Sports,Gayle Benson,76.0,New Orleans,New Orleans Saints,United States,False,Yes,F,1947-01-26 00:00:00
580,4700,Technology,Jason Chang,78.0,Taipei,Electronics,Singapore,True,Yes,M,1944-05-01 00:00:00
580,4700,Manufacturing,Ali Erdemoglu,63.0,Istanbul,Carpet,Turkey,True,Yes,M,1959-11-20 00:00:00
580,4700,Finance & Investments,Andre Esteves,54.0,Sao paulo,Banking,Brazil,True,No,M,1968-07-12 00:00:00
580,4700,Real Estate,Carlo Fidani,68.0,Toronto,Real estate,Canada,False,Yes,M,1955-01-01 00:00:00
580,4700,Technology,Hong Ra-hee,77.0,Seoul,Samsung,South Korea,False,No,F,1945-07-15 00:00:00
580,4700,Manufacturing,Li Gaiteng,50.0,Shanghai,Hair dryers,China,True,Yes,M,1972-04-08 00:00:00
580,4700,Media & Entertainment,Thomas Secunda,68.0,Croton-on-Hudson,Bloomberg LP,United States,True,Yes,M,1954-06-23 00:00:00
580,4700,Diversified,Zuowen Song,76.0,Longkou,"Aluminum, diversified",China,True,Yes,M,1947-03-19 00:00:00
580,4700,Media & Entertainment,Tim Sweeney,52.0,Cary,Video games,United States,True,No,M,1970-12-13 00:00:00
591,4600,Food & Beverage,Bert Beveridge,61.0,Austin,Vodka,United States,True,Yes,M,1962-01-01 00:00:00
591,4600,Media & Entertainment,Mark Cuban,64.0,Dallas,"Online media, Dallas Mavericks",United States,True,No,M,1958-07-31 00:00:00
591,4600,Media & Entertainment,Charles Dolan & family,96.0,Oyster Bay,Cable television,United States,True,No,M,1926-10-16 00:00:00
591,4600,Technology,Jack Dorsey,46.0,San Francisco,"Twitter, Square",United States,True,No,M,1976-11-19 00:00:00
591,4600,Energy,Fan Hongwei,56.0,Wujiang,Petrochemicals,China,True,No,F,1967-01-01 00:00:00
591,4600,Metals & Mining,Vladimir Kim,62.0,Almaty,Mining,Kazakhstan,True,No,M,1960-10-29 00:00:00
591,4600,Finance & Investments,"Andre Koo, Sr.",55.0,Taipei,Financial services,Taiwan,False,No,M,1967-05-25 00:00:00
591,4600,Fashion & Retail,Ronald Lauder,79.0,New York,Estee Lauder,United States,False,No,M,1944-02-26 00:00:00
591,4600,Manufacturing,Li Chunan,54.0,Fushun,Renewable energy,China,True,No,M,1968-10-10 00:00:00
591,4600,Media & Entertainment,Forrest Li,45.0,Singapore,Gaming,Singapore,True,No,M,1978-01-01 00:00:00
591,4600,Telecom,Richard Li,56.0,Hong Kong,Telecom,Hong Kong,False,No,M,1966-11-08 00:00:00
591,4600,Fashion & Retail,Doug Meijer & family,69.0,Grand Rapids,Supermarkets,United States,False,Yes,M,1954-01-22 00:00:00
591,4600,Fashion & Retail,Hank Meijer & family,71.0,Grand Rapids,Supermarkets,United States,False,Yes,M,1952-02-15 00:00:00
591,4600,Fashion & Retail,Mark Meijer & family,65.0,Grand Rapids,Supermarkets,United States,False,Yes,M,1957-10-21 00:00:00
591,4600,Food & Beverage,Issad Rebrab & family,79.0,Algiers,Food,Algeria,True,No,M,1944-01-01 00:00:00
591,4600,Logistics,Fred Smith,78.0,Memphis,FedEx,United States,True,No,M,1944-08-11 00:00:00
591,4600,Finance & Investments,Barry Sternlicht,62.0,Miami,Private equity,United States,True,Yes,M,1960-11-27 00:00:00
591,4600,Manufacturing,Maximilian Viessmann,34.0,Battenberg,"Heating, cooling equipment",Germany,False,No,M,1989-02-11 00:00:00
591,4600,Food & Beverage,Russ Weiner,52.0,Delray Beach,Energy drinks,United States,True,Yes,M,1970-05-05 00:00:00
591,4600,Healthcare,Xue Min,66.0,Wuhan,Healthcare,China,True,Unknown,M,1957-01-01 00:00:00
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55.0,,Tequila,Mexico,False,Yes,M,1967-07-01 00:00:00
611,4500,Technology,Dietmar Hopp & family,82.0,Walldorf,Software,Germany,True,No,M,1940-04-26 00:00:00
611,4500,Technology,Jiang Bin,56.0,Weifang,Acoustic components,China,True,No,M,1966-09-16 00:00:00
611,4500,Technology,Joseph Liemandt,54.0,Austin,Software,United States,True,Yes,M,1968-08-05 00:00:00
611,4500,Food & Beverage,Theo Mueller,83.0,Zurich,Dairy,Germany,False,No,M,1940-01-30 00:00:00
611,4500,Technology,N.R. Narayana Murthy,76.0,Bangalore,Software services,India,True,Yes,M,1946-08-20 00:00:00
611,4500,Fashion & Retail,Odd Reitan & family,71.0,Trondheim,"Retail, real estate",Norway,False,No,M,1951-09-11 00:00:00
611,4500,Finance & Investments,Marc Rowan,60.0,New York,Private equity,United States,True,No,M,1962-08-19 00:00:00
611,4500,Real Estate,Hussain Sajwani,70.0,Dubai,Real estate,United Arab Emirates,True,Yes,M,1953-03-01 00:00:00
611,4500,Finance & Investments,David Velez & family,41.0,Sao Paulo,Fintech,Colombia,True,No,M,1981-10-02 00:00:00
611,4500,Manufacturing,Xu Jinfu,59.0,Guangzhou,Chemicals,China,True,No,M,1964-01-01 00:00:00
611,4500,Diversified,Samuel Yin,72.0,Taipei,Retail,Taiwan,False,No,M,1950-08-16 00:00:00
611,4500,Manufacturing,You Xiaoping & family,65.0,Wenzhou,"Chemicals, spandex",China,True,No,M,1958-01-21 00:00:00
624,4400,Healthcare,Stéphane Bancel,50.0,Boston,"Biotech, vaccines",France,True,No,M,1972-07-20 00:00:00
624,4400,Technology,Margot Birmingham Perot,89.0,Dallas,"Computer services, real estate",United States,False,Yes,F,1933-11-15 00:00:00
624,4400,Manufacturing,Neal Blue & family,88.0,San Diego,Defense,United States,True,Yes,M,1935-04-04 00:00:00
624,4400,Service,Jim Davis,63.0,Cockeysville,Staffing & recruiting,United States,True,Yes,M,1960-03-13 00:00:00
624,4400,Construction & Engineering,Rafael Del Pino,64.0,Madrid,Construction,Spain,False,Yes,M,1958-07-18 00:00:00
624,4400,Healthcare,Peter Grogg,81.0,Liestal,Biochemicals,Switzerland,True,No,M,1942-01-10 00:00:00
624,4400,Fashion & Retail,Christian Haub,58.0,Munich,Retail,Germany,False,Unknown,M,1964-07-22 00:00:00
624,4400,Real Estate,Mangal Prabhat Lodha,67.0,Mumbai,Real estate,India,True,No,M,1955-12-01 00:00:00
624,4400,Sports,Jeffrey Lurie & family,71.0,Wynnewood,Philadelphia Eagles,United States,False,Yes,M,1951-09-08 00:00:00
624,4400,Finance & Investments,Joe Mansueto,66.0,Chicago,Investment research,United States,True,No,M,1956-09-03 00:00:00
624,4400,Manufacturing,Qian Dongqi & family,65.0,Suzhou,Home-cleaning robots,China,True,No,M,1958-01-01 00:00:00
624,4400,Metals & Mining,Mikhail Shelkov,54.0,Moscow,Titanium,Russia,True,Yes,M,1968-05-30 00:00:00
636,4300,Telecom,Patrick Drahi,59.0,Zermatt,Telecom,France,True,No,M,1963-08-20 00:00:00
636,4300,Finance & Investments,Behdad Eghbali,46.0,Los Angeles,Private equity,United States,True,Yes,M,1976-05-06 00:00:00
636,4300,Finance & Investments,Juan Carlos Escotet,63.0,A Coruña,Banking,Venezuela,True,Yes,M,1959-07-23 00:00:00
636,4300,Finance & Investments,Jose E. Feliciano,49.0,Los Angeles,Private equity,United States,True,Yes,M,1973-05-29 00:00:00
636,4300,Healthcare,Hu Kaijun,61.0,Beijing,Pharmaceuticals,China,True,Yes,M,1962-01-01 00:00:00
636,4300,Logistics,Johnelle Hunt,91.0,Fayetteville,Trucking,United States,True,No,F,1932-01-04 00:00:00
636,4300,Food & Beverage,Marian Ilitch,90.0,Bingham Farms,Little Caesars Pizza,United States,True,No,F,1933-01-07 00:00:00
636,4300,Diversified,Daryl Katz,61.0,Edmonton,Pharmacies,Canada,True,No,M,1961-09-01 00:00:00
636,4300,Metals & Mining,Andrei Kozitsyn,62.0,Verkhniaya Pyshma,Metals,Russia,True,Yes,M,1960-06-09 00:00:00
636,4300,Finance & Investments,Timur Kulibaev,56.0,Almaty,Banking,Kazakhstan,True,Yes,M,1966-09-10 00:00:00
636,4300,Finance & Investments,Dinara Kulibaeva,55.0,Almaty,Banking,Kazakhstan,False,Yes,F,1967-08-19 00:00:00
636,4300,Real Estate,Ian Livingstone,60.0,,Real estate,United Kingdom,True,Yes,M,1962-05-22 00:00:00
636,4300,Real Estate,Richard Livingstone,58.0,,Real estate,United Kingdom,True,Yes,M,1964-11-29 00:00:00
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61.0,Rancho Santa Fe,Cargill,United States,False,No,F,1961-10-27 00:00:00
636,4300,Real Estate,Jay Paul,75.0,San Francisco,Real estate,United States,True,Yes,M,1947-07-08 00:00:00
636,4300,Diversified,Pham Nhat Vuong,54.0,Hanoi,Diversified,Vietnam,True,No,M,1968-08-05 00:00:00
636,4300,Healthcare,Jon Stryker,64.0,New York,Medical equipment,United States,False,Yes,M,1958-05-03 00:00:00
636,4300,Finance & Investments,Daniel Tsai,66.0,Taipei,Finance,Taiwan,False,No,M,1956-04-25 00:00:00
636,4300,Finance & Investments,Richard Tsai,65.0,Taipei,Finance,Taiwan,False,No,M,1957-06-02 00:00:00
636,4300,Technology,Frank Wang,42.0,Shenzhen,Drones,China,True,No,M,1980-10-30 00:00:00
636,4300,Manufacturing,Wang Junshi & family,74.0,Ningbo,Solar inverters,China,True,No,M,1949-01-01 00:00:00
636,4300,Technology,Wang Wenjing,58.0,Beijing,Business software,China,True,No,M,1964-12-05 00:00:00
636,4300,Finance & Investments,Herbert Wertheim,83.0,Coral Gables,Investments,United States,True,Yes,M,1939-05-23 00:00:00
659,4200,Service,Shari Arison,65.0,Tel Aviv,Carnival Cruises,Israel,False,No,F,1957-09-09 00:00:00
659,4200,Finance & Investments,Pyotr Aven,68.0,,"Oil, banking, telecom",Russia,True,No,M,1955-03-16 00:00:00
659,4200,Real Estate,Chan Laiwa & family,82.0,Beijing,Real estate,China,True,No,F,1941-01-01 00:00:00
659,4200,Real Estate,Chen Hua,57.0,Shenzhen,Real estate,China,True,Yes,M,1966-01-01 00:00:00
659,4200,Finance & Investments,Thomas Hagen,87.0,Erie,Insurance,United States,False,Yes,M,1936-01-01 00:00:00
659,4200,Finance & Investments,"Rupert Johnson, Jr.",82.0,Burlingame,Franklin Templeton,United States,False,No,M,1940-08-10 00:00:00
659,4200,Energy,Dewi Kam,72.0,Jakarta,Coal,Indonesia,True,Unknown,F,1950-07-23 00:00:00
659,4200,Technology,Min Kao & family,74.0,Leawood,Navigation equipment,United States,True,No,M,1949-01-10 00:00:00
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,82.0,Paris,Finance,France,True,Yes,M,1940-11-06 00:00:00
659,4200,Technology,Eric Lefkofsky,53.0,Glencoe,"Groupon, investments",United States,True,Yes,M,1969-09-02 00:00:00
659,4200,Technology,Lin Bin,55.0,Shenzhen,Smartphones,United States,True,No,M,1968-02-01 00:00:00
659,4200,Finance & Investments,Lin Li,59.0,Shenzhen,Investments,China,True,No,M,1963-05-01 00:00:00
659,4200,Technology,Michael Moritz,68.0,San Francisco,Venture capital,United States,True,No,M,1954-09-12 00:00:00
659,4200,Service,Jean (Gigi) Pritzker,60.0,Los Angeles,"Hotels, investments",United States,False,Yes,F,1962-07-01 00:00:00
659,4200,Automotive,E. Joe Shoen,73.0,Phoenix,U-Haul,United States,False,Yes,M,1949-10-28 00:00:00
659,4200,Technology,Jeff Skoll,58.0,Los Angeles,EBay,United States,True,No,M,1965-01-16 00:00:00
659,4200,Food & Beverage,Lynsi Snyder,40.0,Glendora,In-N-Out Burger,United States,False,Unknown,F,1982-05-05 00:00:00
659,4200,Fashion & Retail,Djoko Susanto,73.0,Jakarta,Supermarkets,Indonesia,True,Yes,M,1950-02-09 00:00:00
659,4200,Diversified,Tahir & family,71.0,Jakarta,Diversified,Indonesia,True,Yes,M,1952-03-26 00:00:00
659,4200,Finance & Investments,Peter Thiel,55.0,Los Angeles,"Facebook, investments",United States,True,No,M,1967-10-11 00:00:00
679,4100,Food & Beverage,Andrej Babis,68.0,Prague,Agriculture,Czech Republic,True,No,M,1954-09-02 00:00:00
679,4100,Service,Danielle Bellon & family,83.0,Paris,Food services,France,False,Yes,F,1940-02-08 00:00:00
679,4100,Media & Entertainment,Hubert Burda,83.0,Munich,Publishing,Germany,False,Yes,M,1940-02-09 00:00:00
679,4100,Food & Beverage,Nick Caporella,87.0,Plantation,Beverages,United States,True,Yes,M,1936-01-15 00:00:00
679,4100,Energy,John Catsimatidis,74.0,New York,"Oil, real estate",United States,True,Yes,M,1948-09-07 00:00:00
679,4100,Technology,Scott Cook,70.0,Woodside,Software,United States,True,No,M,1952-07-26 00:00:00
679,4100,Food & Beverage,Luca Garavoglia,54.0,Milan,Spirits,Italy,False,Yes,M,1969-02-27 00:00:00
679,4100,Manufacturing,Antti Herlin,66.0,Kirkkonummi,"Elevators, escalators",Finland,False,No,M,1956-11-14 00:00:00
679,4100,Manufacturing,Hong Jie,55.0,Putian,Paint,China,True,Yes,M,1967-10-01 00:00:00
679,4100,Service,"Jeremy Jacobs, Sr. & family",83.0,East Aurora,Food service,United States,False,Yes,M,1940-01-21 00:00:00
679,4100,Fashion & Retail,Igor Kesaev,56.0,Moscow,"Tobacco distribution, retail",Russia,True,Yes,M,1966-10-30 00:00:00
679,4100,Food & Beverage,Mary Alice Dorrance Malone,73.0,Coatesville,Campbell Soup,United States,False,Yes,F,1950-02-03 00:00:00
679,4100,Diversified,Joao Moreira Salles,61.0,Rio de Janeiro,"Banking, minerals",Brazil,False,Yes,M,1962-01-01 00:00:00
679,4100,Finance & Investments,Walther Moreira Salles Junior,66.0,Rio de Janeiro,"Banking, minerals",Brazil,False,Yes,M,1956-04-12 00:00:00
679,4100,Sports,Arturo Moreno,76.0,Phoenix,"Billboards, Los Angeles Angels",United States,True,Yes,M,1946-08-14 00:00:00
679,4100,Manufacturing,Peter Spuhler,63.0,Weiningen,Train cars,Switzerland,True,No,M,1959-09-01 00:00:00
679,4100,Real Estate,Donald Sterling,88.0,Beverly Hills,Real estate,United States,True,Yes,M,1934-04-26 00:00:00
679,4100,Diversified,Kerry Stokes,82.0,Perth,"Construction equipment, media",Australia,True,No,M,1940-09-13 00:00:00
679,4100,Technology,Ken Xie,60.0,Los Altos Hills,Cybersecurity,United States,True,No,M,1963-01-26 00:00:00
679,4100,Healthcare,Liangzhi Xie & family,57.0,Beijing,Biotech,China,True,No,M,1966-01-01 00:00:00
699,4000,Energy,Sid Bass,80.0,Fort Worth,"Oil, investments",United States,False,Yes,M,1942-04-09 00:00:00
699,4000,Technology,Ben Chestnut,48.0,Atlanta,Email marketing,United States,True,No,M,1974-06-15 00:00:00
